id,title,description,availability,condition,price,link,image_link,brand
4436344484441429704,Sofá Sectional Sofa de Mist Design,"Descubre la solución definitiva para espacios dinámicos con nuestro sofá modular. Diseñado para adaptarse a tus necesidades, su estructura robusta ofrece versatilidad y funcionalidad en tu hogar u oficina.",in stock,new,5170000.00 COP,https://www.mistdesignco.com/sectional-sofa-modular,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/f90335af-eda1-4425-8f62-2bfdcf582a6b.png,Mist Design
7372215073844828964,Sofá Bellini Sofa de Mist Design,"Descubre nuestro icónico sofá modular con diseño capitoné profundo, que redefine el confort de lujo. Su estructura versátil se adapta a diversos espacios, combinando estética arquitectónica y sofisticación, tapizado en textiles de alta resistencia. Ideal para tu hogar.",in stock,new,8680000.00 COP,https://www.mistdesignco.com/bellini-sofa-modular,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/9677c145-cc41-4320-b191-97581be790d4.png,Mist Design
15157063605476754322,Sofá Peace Sofa de Mist Design,"Descubre un sofá cama diferente que combina estética y utilidad. Su diseño funcional y elegante es ideal para optimizar el espacio en apartamentos modernos, brindando comodidad y estilo en segundos.",in stock,new,3980000.00 COP,https://www.mistdesignco.com/peace-sofa-cama,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/28a0674c-d6b9-4b54-9ba5-b2a375a0e61e.png,Mist Design
2924551178464749484,Sofá Conquer Sofa de Mist Design,"Descubre el sofá contemporáneo y cómodo que combina confort y estilo acogedor. Con brazos anchos y cojinería mullida, este sofá robusto es ideal para quienes buscan durabilidad y una estética contemporánea en su decoración interior.",in stock,new,4032000.00 COP,https://www.mistdesignco.com/sofa-contemporaneo-oconquer-sofa,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/f04fb2d5-dede-49fe-a732-d83deb896a26.png,Mist Design
2616945418492055310,Cojín Pillow Party de Mist Design,"Descubre la Pillow Party, una colección de cojines de autor que transforma tus espacios con una explosión de formas y texturas. Invita a la creatividad y al confort lúdico, creando un ambiente acogedor y original. ¡Explora nuestra variedad de siluetas orgánicas y nudos únicos!",in stock,new,420000.00 COP,https://www.mistdesignco.com/pillow-party,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/ba41e858-bc43-4c79-9852-1634d3b70dc8.png,Mist Design
8865975025109742926,Mesa Revee Table de Mist Design,"Descubre cómo este mueble geométrico redefine la sala de estar con su diseño abierto y líneas arquitectónicas. Ideal para quienes buscan una pieza robusta que combine estética y funcionalidad, permitiendo que la luz fluya en el espacio.",in stock,new,1155000.00 COP,https://www.mistdesignco.com/sala-de-estar-revee-table,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/fc23a4ad-efec-49f3-90f8-d5018b4d4b4b.png,Mist Design
2271972590076592204,Modular Mini de Mist Design,"Descubre nuestro sistema de descanso para gatos, diseñado especialmente para gatos y perros de razas pequeñas. Con una estructura modular ligera en madera seleccionada y una colchoneta ergonómica, es perfecto para cualquier rincón de tu hogar. Estilo minimalista y comodidad garantizada.",in stock,new,1812000.00 COP,https://www.mistdesignco.com/sistema-de-descanso-para-gatos-modular-mini,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/21c15f74-1903-4524-a9d5-30c0013482dc.png,Mist Design
15824454607021855053,Sofá Chaise curvy Sofa de Mist Design,"Descubre nuestro sofá cómodo y disruptivo que combina la comodidad de un sofá con la versatilidad de una poltrona extendida. Su forma ergonómica asegura una postura relajada, ideal para cualquier espacio. Fabricado con materiales de alta calidad para durar en áreas de alto tráfico.",in stock,new,3290000.00 COP,https://www.mistdesignco.com/sofa-comodo-chaise-curvy-sofa,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/688db957-b2a6-42f6-97a7-18610f8237c9.png,Mist Design
7036211451510173384,Lounge Waves de Mist Design,"Descubre nuestro sofá modular inspirado en el movimiento de las olas. Con un diseño bajo y costura contrastada, es perfecto para añadir un toque sofisticado y funcional a cualquier espacio moderno.",in stock,new,3660000.00 COP,https://www.mistdesignco.com/lounge-waves-sofa-modular,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/c47288d4-d47f-4bfe-9c96-3fb1b67968f0.png,Mist Design
12733667588541604910,Silla Loungy Chair de Mist Design,"Descubre la fusión perfecta entre el diseño de mediados de siglo y la modernidad. Con estructura de hierro y materiales naturales, transforma tu espacio en un rincón único, ideal para lectura y descanso.",in stock,new,1245000.00 COP,https://www.mistdesignco.com/diseno-de-mediados-de-siglo-loungy-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/69f58e53-6887-4a0a-9185-5d1daebba5aa.png,Mist Design
14404884965542181244,Silla Cantilever Chair de Mist Design,"Descubre la cantilever chair, un tributo a la arquitectura moderna y el diseño de vanguardia. Su estructura en voladizo desafía la gravedad, ofreciendo una sensación de suspensión y ligereza visual inigualable. Ideal para quienes buscan confort y estilo.",in stock,new,1090000.00 COP,https://www.mistdesignco.com/cantilever-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/f29e822b-47ea-4556-b839-61c695e98789.png,Mist Design
5486206840480565534,Totem Balance de Mist Design,Descubre nuestra estación de alimentación elevada que combina elegancia y un diseño equilibrado para mejorar la digestión y la postura cervical de tu mascota. Incluye recipientes de acero inoxidable sobre una base de madera maciza tratada contra la humedad.,in stock,new,1703000.00 COP,https://www.mistdesignco.com/estacion-de-alimentacion-elevada-totem-balance,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/0f55aa2a-40be-486c-9d08-00c425d58364.png,Mist Design
30554533809863134,Modular Chaise de Mist Design,"Descubre el chaise modular, el complemento ideal para configuraciones personalizadas. Con acabados de alta costura, ofrece una superficie de descanso ergonómica perfecta para espacios reducidos.",in stock,new,4306000.00 COP,https://www.mistdesignco.com/chaise-modular,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/9489f52b-fd91-4ae5-a275-500cddc6cd39.png,Mist Design
9500529608408577285,Cama Nido de Mist Design,"Descubre nuestra cama circular de baja altura para mascotas, diseñada para facilitar su acceso. Con base de madera de pino y un cojín central de alta densidad, es perfecta para hogares modernos que buscan bienestar animal y estilo.",in stock,new,960000.00 COP,https://www.mistdesignco.com/cama-circular,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/b8ddee50-1a66-4a61-981e-7f78809941e4.png,Mist Design
8803270646496393204,Mesa Pedestable de Mist Design,"Descubre nuestro mueble decorativo que actúa como un tótem escultórico. Con un diseño geométrico en madera, es la pieza central perfecta para realzar cualquier ambiente. Dale carácter a tu espacio con este exclusivo mueble.",in stock,new,820000.00 COP,https://www.mistdesignco.com/mueble-decorativo-pedestable,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/22a642d4-31e4-4f03-8925-b4bf003c9057.png,Mist Design
10253715785216630772,Lámpara Ecrú Lamp de Mist Design,"Descubre la ecrú lamp, una pieza de acento que fusiona el minimalismo escultórico con la suavidad de la luz difusa. Perfecta para mesas auxiliares o de noche, su diseño de dos esferas en diferentes alturas ofrece un equilibrio visual excepcional.",in stock,new,432000.00 COP,https://www.mistdesignco.com/ecru-lamp,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/d468a252-0b5a-40f8-9c1d-3035bae351b7.png,Mist Design
278708674381403430,Mesa Retro Waves Table de Mist Design,"Retro Waves Table : La estructura de esta mesa está definida por líneas sinuosas de hierro que fluyen de manera continua, eliminando ángulos rectos para aportar una sensación de dinamismo y suavidad a tu sala.Transparencia Elegante: El sobre de vidrio ahumado permite que la bas…",in stock,new,1510000.00 COP,https://www.mistdesignco.com/retro-waves-table,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/bff9e46c-ffac-4b18-8c3a-f70152fdf2dc.png,Mist Design
1908745421992585184,Lámpara June Lamp de Mist Design,"Descubre la June Lamp, una lámpara de comedor que redefine la iluminación de techo con sus audaces curvas orgánicas. Sus tres brazos arqueados y esferas de luz flotantes crean un punto focal dramático y equilibrado, perfecto para cualquier espacio.",in stock,new,1580000.00 COP,https://www.mistdesignco.com/june-lamp,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/dab3094f-f199-47f1-bf64-191fb07857f0.png,Mist Design
11707186326392453758,Sofá Muse Sofa de Mist Design,"Descubre muebles minimalistas nuestra pieza escultórica con líneas orgánicas y curvas fluidas, perfecta para añadir dinamismo a tu salón. Su diseño envolvente y respaldo ergonómico aseguran comodidad y estilo vanguardista, ideal para ambientes modernos y minimalistas.",in stock,new,4554000.00 COP,https://www.mistdesignco.com/muebles-minimalistas-muse-sofa,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/8bfeafb4-2bed-4c3d-b85f-0d790fafcb03.png,Mist Design
1269465837854609323,Espejo Retro Mirror de Mist Design,"Descubre cómo este espejo de gran formato se convierte en una pieza arquitectónica esencial para tus accesorios de decoración. Con su marco de madera tallado y diseño fluido, expande tu espacio y añade un toque artístico único.",in stock,new,1270000.00 COP,https://www.mistdesignco.com/espejo-de-gran-formato,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/b8b188fc-f9fd-421c-ba72-ada13b294ada.png,Mist Design
8255411023888400888,Comedor Lounge Mist de Mist Design,"Comedor Lounge Mist – Colección Mid Century OutdoorDescripción GeneralEl Comedor Lounge Mist expande el universo de nuestra colección exterior hacia el confort absoluto de las zonas de descanso al aire libre. Manteniendo la identidad vanguardista del estilo mid-century, estas piezas de formato ba…",in stock,new,8560000.00 COP,https://www.mistdesignco.com/comedor-lounge-mist-,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/93c1e20b-44b9-4e56-a684-d6179de07c5c.png,Mist Design
16780289537457091863,Silla Retro Chair de Mist Design,"La Retro Chair es la pieza definitiva para quienes buscan un equilibrio perfecto entre estética moderna y comodidad excepcional. Con una estructura de líneas curvas y una silueta minimalista, este sillón no solo es un mueble, sino una declaración de estilo para cualquier espacio interior.Caracte…",in stock,new,2080000.00 COP,https://www.mistdesignco.com/retro-chair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/9adf9b24-ab3d-42e6-b471-7c6707190ea8.png,Mist Design
16997047748473379812,Silla Arm Chair de Mist Design,"Descubre nuestra poltrona con estructura en madera de líneas limpias. Diseñada para ofrecer comodidad y resaltar materiales naturales, es perfecta para añadir calidez y un toque contemporáneo a cualquier habitación de tu hogar.",in stock,new,1912000.00 COP,https://www.mistdesignco.com/poltrona-armchair,https://cdn.zyrosite.com/cdn-ecommerce/store_01KHYQRWYTXY0H9PKGNAQVTEEF/assets/afaac2f3-287a-4c48-bf66-0a8ecaa6e41e.png,Mist Design
